INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch CLANG as the compiler.
make: 'csim.exe' is up to date.
cycle |h0_phase    |rdy |done|start |op    |h1_phase    |rdy |done|start |op    |h2_phase    |rdy |done|start |op    |h3_phase    |rdy |done|start |op    
16    |RQ_Q        |1   |-   |-     |-     |V           |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
17    |ATT_SCO     |1   |-   |-     |-     |V_RQ        |-   |1   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
18    |ATT_SCO     |1   |-   |1     |SCO   |V_WB        |1   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
19    |ATT_SCO     |-   |-   |-     |-     |RQ_Q        |1   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
20    |ATT_SCO     |-   |-   |-     |-     |ATT_SCO     |1   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
21    |VAL_SCL     |-   |1   |-     |-     |ATT_SCO     |1   |-   |1     |SCO   |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
22    |VAL_SCL     |1   |-   |1     |SCL   |ATT_SCO     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
23    |VAL_SCL     |-   |-   |-     |-     |ATT_SCO     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
24    |VAL_SCL     |-   |-   |-     |-     |VAL_SCL     |-   |1   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
25    |SOFT        |-   |1   |-     |-     |VAL_SCL     |1   |-   |1     |SCL   |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
26    |SOFT        |1   |-   |1     |SFM   |VAL_SCL     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
27    |SOFT        |-   |-   |-     |-     |VAL_SCL     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
28    |SOFT        |-   |-   |-     |-     |SOFT        |-   |1   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
29    |ATT_VAL     |-   |1   |-     |-     |SOFT        |1   |-   |1     |SFM   |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
30    |ATT_VAL     |1   |-   |1     |VAL   |SOFT        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
31    |ATT_VAL     |-   |-   |-     |-     |SOFT        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
32    |ATT_VAL     |-   |-   |-     |-     |ATT_VAL     |-   |1   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
33    |RQ2         |-   |1   |-     |-     |ATT_VAL     |1   |-   |1     |VAL   |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
34    |DONE        |1   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
35    |DONE        |1   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
36    |DONE        |1   |-   |-     |-     |RQ2         |-   |1   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
37    |DONE        |1   |-   |-     |-     |DONE        |1   |-   |-     |-     |IDLE        |-   |-   |-     |-     |IDLE        |-   |-   |-     |-     
38    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |Q           |-   |-   |-     |-     |Q           |-   |-   |-     |-     
39    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |Q           |1   |-   |1     |Q     |Q           |1   |-   |-     |-     
40    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |Q           |-   |-   |-     |-     |Q           |1   |-   |-     |-     
41    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |Q           |-   |-   |-     |-     |Q           |1   |-   |-     |-     
42    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K           |-   |1   |-     |-     |Q           |1   |-   |1     |Q     
43    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K           |1   |-   |1     |K     |Q           |-   |-   |-     |-     
44    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K           |-   |-   |-     |-     |Q           |-   |-   |-     |-     
45    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K           |-   |-   |-     |-     |K           |-   |1   |-     |-     
46    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K_RQ        |-   |1   |-     |-     |K           |1   |-   |1     |K     
47    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |K_WB        |1   |-   |-     |-     |K           |-   |-   |-     |-     
48    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V           |1   |-   |-     |-     |K           |-   |-   |-     |-     
49    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V           |1   |-   |1     |V     |K_RQ        |-   |1   |-     |-     
50    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V           |-   |-   |-     |-     |K_WB        |1   |-   |-     |-     
51    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V           |-   |-   |-     |-     |V           |1   |-   |-     |-     
52    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V_RQ        |-   |1   |-     |-     |V           |1   |-   |1     |V     
53    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |V_WB        |1   |-   |-     |-     |V           |-   |-   |-     |-     
54    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |RQ_Q        |1   |-   |-     |-     |V           |-   |-   |-     |-     
55    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_SCO     |1   |-   |-     |-     |V_RQ        |-   |1   |-     |-     
56    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_SCO     |1   |-   |1     |SCO   |V_WB        |1   |-   |-     |-     
57    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_SCO     |-   |-   |-     |-     |RQ_Q        |1   |-   |-     |-     
58    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_SCO     |-   |-   |-     |-     |ATT_SCO     |1   |-   |-     |-     
59    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |VAL_SCL     |-   |1   |-     |-     |ATT_SCO     |1   |-   |1     |SCO   
60    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |VAL_SCL     |1   |-   |1     |SCL   |ATT_SCO     |-   |-   |-     |-     
61    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |VAL_SCL     |-   |-   |-     |-     |ATT_SCO     |-   |-   |-     |-     
62    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |VAL_SCL     |-   |-   |-     |-     |VAL_SCL     |-   |1   |-     |-     
63    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |SOFT        |-   |1   |-     |-     |VAL_SCL     |1   |-   |1     |SCL   
64    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |SOFT        |1   |-   |1     |SFM   |VAL_SCL     |-   |-   |-     |-     
65    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |SOFT        |-   |-   |-     |-     |VAL_SCL     |-   |-   |-     |-     
66    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |SOFT        |-   |-   |-     |-     |SOFT        |-   |1   |-     |-     
67    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_VAL     |-   |1   |-     |-     |SOFT        |1   |-   |1     |SFM   
68    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_VAL     |1   |-   |1     |VAL   |SOFT        |-   |-   |-     |-     
69    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     |SOFT        |-   |-   |-     |-     
70    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     |ATT_VAL     |-   |1   |-     |-     
71    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |RQ2         |-   |1   |-     |-     |ATT_VAL     |1   |-   |1     |VAL   
72    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |DONE        |1   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     
73    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |DONE        |1   |-   |-     |-     |ATT_VAL     |-   |-   |-     |-     
74    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |DONE        |1   |-   |-     |-     |RQ2         |-   |1   |-     |-     
75    |DONE        |-   |-   |-     |-     |DONE        |-   |-   |-     |-     |DONE        |1   |-   |-     |-     |DONE        |1   |-   |-     |-     
drive_head_phase test complete.
INFO: [SIM 1] CSim done with 0 errors.
INFO: [SIM 3] *************** CSIM finish ***************
