INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch CLANG as the compiler.
   Compiling ../../../../../../../../HLS-Verilog/Scheduler_FSM/src-hls/Scheduler_tb.cpp in debug mode
   Compiling ../../../../../../../../HLS-Verilog/Scheduler_FSM/src-hls/Scheduler_FSM.cpp in debug mode
   Generating csim.exe
Cycle    Start  Reset  Busy     | State            | CmpStart   CmpReady   CmpDone    CmpOp      | Heads{idx:ph/cs/cd/op}
45       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:Q      -  -  -            3:Q      -  -  -            
46       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:Q      -  -  -            3:Q      -  -  -            
47       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K      -  1  -            3:K      -  1  -            
48       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K      1  -  K            3:K      1  -  K            
49       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K      -  -  -            3:K      -  -  -            
50       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K      -  -  -            3:K      -  -  -            
51       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K_RQ   -  1  -            3:K_RQ   -  1  -            
52       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:K_WR   -  -  -            3:K_WR   -  -  -            
53       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V      -  -  -            3:V      -  -  -            
54       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V      1  -  V            3:V      1  -  V            
55       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V      -  -  -            3:V      -  -  -            
56       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V      -  -  -            3:V      -  -  -            
57       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V_RQ   -  1  -            3:V_RQ   -  1  -            
58       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:V_WR   -  -  -            3:V_WR   -  -  -            
59       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:Q_RQ   -  -  -            3:Q_RQ   -  -  -            
60       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:ATT    -  -  -            3:ATT    -  -  -            
61       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:ATT    1  -  ATT_SCORES   3:ATT    1  -  ATT_SCORES   
62       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:ATT    -  -  -            3:ATT    -  -  -            
63       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:ATT    -  -  -            3:ATT    -  -  -            
64       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SCL    -  1  -            3:SCL    -  1  -            
65       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SCL    1  -  VALUE_SCALE  3:SCL    1  -  VALUE_SCALE  
66       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SCL    -  -  -            3:SCL    -  -  -            
67       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SCL    -  -  -            3:SCL    -  -  -            
68       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SMX    -  1  -            3:SMX    -  1  -            
69       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SMX    1  -  SOFTMAX      3:SMX    1  -  SOFTMAX      
70       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SMX    -  -  -            3:SMX    -  -  -            
71       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:SMX    -  -  -            3:SMX    -  -  -            
72       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:VAL    -  1  -            3:VAL    -  1  -            
73       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:VAL    1  -  ATT_VALUE    3:VAL    1  -  ATT_VALUE    
74       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:VAL    -  -  -            3:VAL    -  -  -            
75       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:VAL    -  -  -            3:VAL    -  -  -            
76       0      1      1        | S_ATT_HEADS      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:RQ2    -  1  -            3:RQ2    -  1  -            
77       0      1      1        | S_HEAD_CONCAT    | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
78       0      1      1        | S_HEAD_CONCAT    | 1          1          -          CONCAT     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
79       0      1      1        | S_HEAD_CONCAT    | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
80       0      1      1        | S_HEAD_CONCAT    | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
81       0      1      1        | S_OUT_PROJ       | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
82       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
83       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
84       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
85       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
86       0      1      1        | S_OUT_PROJ       | 1          1          -          OUT_PROJ   | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
87       0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
88       0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
89       0      1      1        | S_OUT_PROJ       | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
90       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
91       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
92       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
93       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
94       0      1      1        | S_OUT_PROJ       | 1          1          -          OUT_PROJ   | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
95       0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
96       0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
97       0      1      1        | S_OUT_PROJ       | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
98       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
99       0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
100      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
101      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
102      0      1      1        | S_OUT_PROJ       | 1          1          -          OUT_PROJ   | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
103      0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
104      0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
105      0      1      1        | S_OUT_PROJ       | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
106      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
107      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
108      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
109      0      1      1        | S_OUT_PROJ       | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
110      0      1      1        | S_OUT_PROJ       | 1          1          -          OUT_PROJ   | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
111      0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
112      0      1      1        | S_OUT_PROJ       | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
113      0      1      1        | S_OUT_PROJ       | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
114      0      1      1        | S_RES_ADD_1      | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
115      0      1      1        | S_RES_ADD_1      | 1          1          -          RESID0     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
116      0      1      1        | S_RES_ADD_1      | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
117      0      1      1        | S_RES_ADD_1      | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
118      0      1      1        | S_LN_1           | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
119      0      1      1        | S_LN_1           | 1          1          -          LN0        | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
120      0      1      1        | S_LN_1           | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
121      0      1      1        | S_LN_1           | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
122      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
123      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
124      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
125      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
126      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
127      0      1      1        | S_FFN            | 1          1          -          FFN_W1     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
128      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
129      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
130      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
131      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
132      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
133      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
134      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
135      0      1      1        | S_FFN            | 1          1          -          FFN_W1     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
136      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
137      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
138      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
139      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
140      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
141      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
142      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
143      0      1      1        | S_FFN            | 1          1          -          FFN_W1     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
144      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
145      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
146      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
147      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
148      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
149      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
150      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
151      0      1      1        | S_FFN            | 1          1          -          FFN_W1     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
152      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
153      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
154      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
155      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
156      0      1      1        | S_FFN            | 1          1          -          FFN_ACT    | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
157      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
158      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
159      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
160      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
161      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
162      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
163      0      1      1        | S_FFN            | -          1          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
164      0      1      1        | S_FFN            | 1          1          -          FFN_W2     | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
165      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
166      0      1      1        | S_FFN            | -          -          -          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
167      0      1      1        | S_FFN            | -          -          1          -          | 0:DONE   -  -  -            1:DONE   -  -  -            2:DONE   -  -  -            3:DONE   -  -  -            
